,date,name,wholesale,retail,mall
926,2024-05-18,Amla,60,69 - 76,72 - 99
927,2024-05-18,Ash gourd,22,25 - 28,26 - 36
928,2024-05-18,Baby Corn,62,71 - 79,74 - 102
929,2024-05-18,Banana Flower,16,18 - 20,19 - 26
930,2024-05-18,Capsicum,43,49 - 55,52 - 71
931,2024-05-18,Bitter Gourd,32,37 - 41,38 - 53
932,2024-05-18,Bottle Gourd,33,38 - 42,40 - 54
933,2024-05-18,Butter Beans,48,55 - 61,58 - 79
934,2024-05-18,Broad Beans,62,71 - 79,74 - 102
935,2024-05-18,Cabbage,31,36 - 39,37 - 51
936,2024-05-18,Carrot,41,47 - 52,49 - 68
937,2024-05-18,Cauliflower,25,29 - 32,30 - 41
938,2024-05-18,Cluster beans,41,47 - 52,49 - 68
939,2024-05-18,Coconut,38,44 - 48,46 - 63
940,2024-05-18,Colocasia Leaves,18,21 - 23,22 - 30
941,2024-05-18,Colocasia,25,29 - 32,30 - 41
942,2024-05-18,Coriander Leaves,6,7 - 8,7 - 10
943,2024-05-18,Corn,33,38 - 42,40 - 54
944,2024-05-18,Cucumber,27,31 - 34,32 - 45
945,2024-05-18,Curry Leaves,28,32 - 36,34 - 46
946,2024-05-18,Dill Leaves,14,16 - 18,17 - 23
947,2024-05-18,Drumsticks,40,46 - 51,48 - 66
948,2024-05-18,Brinjal,38,44 - 48,46 - 63
949,2024-05-18,Brinjal (Big),31,36 - 39,37 - 51
950,2024-05-18,Elephant Yam,39,45 - 50,47 - 64
951,2024-05-18,Fenugreek Leaves,11,13 - 14,13 - 18
952,2024-05-18,French Beans,181,208 - 230,217 - 299
953,2024-05-18,Garlic,255,293 - 324,306 - 421
954,2024-05-18,Ginger,131,151 - 166,157 - 216
955,2024-05-18,Onion Green,38,44 - 48,46 - 63
956,2024-05-18,Green Peas,47,54 - 60,56 - 78
957,2024-05-18,Ivy Gourd,32,37 - 41,38 - 53
958,2024-05-18,Lemon (Lime),94,108 - 119,113 - 155
959,2024-05-18,Mango Raw,28,32 - 36,34 - 46
960,2024-05-18,Mint Leaves,4,5 - 5,5 - 7
961,2024-05-18,Mushroom,78,90 - 99,94 - 129
962,2024-05-18,Mustard Leaves,12,14 - 15,14 - 20
963,2024-05-18,Ladies Finger,41,47 - 52,49 - 68
964,2024-05-18,Pumpkin,20,23 - 25,24 - 33
965,2024-05-18,Radish,30,35 - 38,36 - 50
966,2024-05-18,Ridge Gourd,30,35 - 38,36 - 50
967,2024-05-18,Shallot (Pearl Onion),31,36 - 39,37 - 51
968,2024-05-18,Snake Gourd,33,38 - 42,40 - 54
969,2024-05-18,Sorrel Leaves,15,17 - 19,18 - 25
970,2024-05-18,Spinach,17,20 - 22,20 - 28
971,2024-05-18,Sweet Potato,40,46 - 51,48 - 66
972,2024-05-19,Onion Big,24,28 - 30,29 - 40
973,2024-05-19,Onion Small,37,43 - 47,44 - 61
974,2024-05-19,Tomato,21,24 - 27,25 - 35
975,2024-05-19,Green Chilli,64,74 - 81,77 - 106
976,2024-05-19,Beetroot,39,45 - 50,47 - 64
977,2024-05-19,Potato,35,40 - 44,42 - 58
978,2024-05-19,Raw Banana (Plantain),8,9 - 10,10 - 13
979,2024-05-19,Amaranth Leaves,11,13 - 14,13 - 18
980,2024-05-19,Amla,60,69 - 76,72 - 99
981,2024-05-19,Ash gourd,22,25 - 28,26 - 36
982,2024-05-19,Baby Corn,62,71 - 79,74 - 102
983,2024-05-19,Banana Flower,16,18 - 20,19 - 26
984,2024-05-19,Capsicum,43,49 - 55,52 - 71
985,2024-05-19,Bitter Gourd,32,37 - 41,38 - 53
986,2024-05-19,Bottle Gourd,33,38 - 42,40 - 54
987,2024-05-19,Butter Beans,48,55 - 61,58 - 79
988,2024-05-19,Broad Beans,62,71 - 79,74 - 102
989,2024-05-19,Cabbage,31,36 - 39,37 - 51
990,2024-05-19,Carrot,41,47 - 52,49 - 68
991,2024-05-19,Cauliflower,25,29 - 32,30 - 41
992,2024-05-19,Cluster beans,41,47 - 52,49 - 68
993,2024-05-19,Coconut,38,44 - 48,46 - 63
994,2024-05-19,Colocasia Leaves,18,21 - 23,22 - 30
995,2024-05-19,Colocasia,25,29 - 32,30 - 41
996,2024-05-19,Coriander Leaves,6,7 - 8,7 - 10
997,2024-05-19,Corn,33,38 - 42,40 - 54
998,2024-05-19,Cucumber,27,31 - 34,32 - 45
999,2024-05-19,Curry Leaves,28,32 - 36,34 - 46
1000,2024-05-19,Dill Leaves,14,16 - 18,17 - 23
1001,2024-05-19,Drumsticks,40,46 - 51,48 - 66
1002,2024-05-19,Brinjal,38,44 - 48,46 - 63
1003,2024-05-19,Brinjal (Big),31,36 - 39,37 - 51
1004,2024-05-19,Elephant Yam,39,45 - 50,47 - 64
1005,2024-05-19,Fenugreek Leaves,11,13 - 14,13 - 18
1006,2024-05-19,French Beans,181,208 - 230,217 - 299
1007,2024-05-19,Garlic,255,293 - 324,306 - 421
1008,2024-05-19,Ginger,131,151 - 166,157 - 216
1009,2024-05-19,Onion Green,38,44 - 48,46 - 63
1010,2024-05-19,Green Peas,47,54 - 60,56 - 78
1011,2024-05-19,Ivy Gourd,32,37 - 41,38 - 53
1012,2024-05-19,Lemon (Lime),94,108 - 119,113 - 155
1013,2024-05-19,Mango Raw,28,32 - 36,34 - 46
1014,2024-05-19,Mint Leaves,4,5 - 5,5 - 7
1015,2024-05-19,Mushroom,78,90 - 99,94 - 129
1016,2024-05-19,Mustard Leaves,12,14 - 15,14 - 20
1017,2024-05-19,Ladies Finger,41,47 - 52,49 - 68
1018,2024-05-19,Pumpkin,20,23 - 25,24 - 33
1019,2024-05-19,Radish,30,35 - 38,36 - 50
1020,2024-05-19,Ridge Gourd,30,35 - 38,36 - 50
1021,2024-05-19,Shallot (Pearl Onion),31,36 - 39,37 - 51
1022,2024-05-19,Snake Gourd,33,38 - 42,40 - 54
1023,2024-05-19,Sorrel Leaves,15,17 - 19,18 - 25
1024,2024-05-19,Spinach,17,20 - 22,20 - 28
1025,2024-05-19,Sweet Potato,40,46 - 51,48 - 66
1026,2024-05-20,Onion Big,25,29 - 32,30 - 41
1027,2024-05-20,Onion Small,36,41 - 46,43 - 59
1028,2024-05-20,Tomato,24,28 - 30,29 - 40
1029,2024-05-20,Green Chilli,60,69 - 76,72 - 99
1030,2024-05-20,Beetroot,35,40 - 44,42 - 58
1031,2024-05-20,Potato,32,37 - 41,38 - 53
1032,2024-05-20,Raw Banana (Plantain),9,10 - 11,11 - 15
1033,2024-05-20,Amaranth Leaves,15,17 - 19,18 - 25
1034,2024-05-20,Amla,60,69 - 76,72 - 99
1035,2024-05-20,Ash gourd,21,24 - 27,25 - 35
1036,2024-05-20,Baby Corn,54,62 - 69,65 - 89
1037,2024-05-20,Banana Flower,16,18 - 20,19 - 26
1038,2024-05-20,Capsicum,49,56 - 62,59 - 81
1039,2024-05-20,Bitter Gourd,35,40 - 44,42 - 58
1040,2024-05-20,Bottle Gourd,30,35 - 38,36 - 50
1041,2024-05-20,Butter Beans,49,56 - 62,59 - 81
1042,2024-05-20,Broad Beans,73,84 - 93,88 - 120
1043,2024-05-20,Cabbage,29,33 - 37,35 - 48
1044,2024-05-20,Carrot,43,49 - 55,52 - 71
1045,2024-05-20,Cauliflower,28,32 - 36,34 - 46
1046,2024-05-20,Cluster beans,45,52 - 57,54 - 74
1047,2024-05-20,Coconut,34,39 - 43,41 - 56
1048,2024-05-20,Colocasia Leaves,14,16 - 18,17 - 23
1049,2024-05-20,Colocasia,26,30 - 33,31 - 43
1050,2024-05-20,Coriander Leaves,9,10 - 11,11 - 15
1051,2024-05-20,Corn,30,35 - 38,36 - 50
1052,2024-05-20,Cucumber,25,29 - 32,30 - 41
1053,2024-05-20,Curry Leaves,29,33 - 37,35 - 48
1054,2024-05-20,Dill Leaves,15,17 - 19,18 - 25
1055,2024-05-20,Drumsticks,30,35 - 38,36 - 50
1056,2024-05-20,Brinjal,36,41 - 46,43 - 59
1057,2024-05-20,Brinjal (Big),36,41 - 46,43 - 59
1058,2024-05-20,Elephant Yam,37,43 - 47,44 - 61
1059,2024-05-20,Fenugreek Leaves,10,12 - 13,12 - 17
1060,2024-05-20,French Beans,178,205 - 226,214 - 294
1061,2024-05-20,Garlic,257,296 - 326,308 - 424
1062,2024-05-20,Ginger,127,146 - 161,152 - 210
1063,2024-05-20,Onion Green,41,47 - 52,49 - 68
1064,2024-05-20,Green Peas,50,58 - 64,60 - 83
1065,2024-05-20,Ivy Gourd,27,31 - 34,32 - 45
1066,2024-05-20,Lemon (Lime),97,112 - 123,116 - 160
1067,2024-05-20,Mango Raw,29,33 - 37,35 - 48
1068,2024-05-20,Mint Leaves,5,6 - 6,6 - 8
1069,2024-05-20,Mushroom,74,85 - 94,89 - 122
1070,2024-05-20,Mustard Leaves,12,14 - 15,14 - 20
1071,2024-05-20,Ladies Finger,40,46 - 51,48 - 66
1072,2024-05-20,Pumpkin,20,23 - 25,24 - 33
1073,2024-05-20,Radish,37,43 - 47,44 - 61
1074,2024-05-20,Ridge Gourd,35,40 - 44,42 - 58
1075,2024-05-20,Shallot (Pearl Onion),32,37 - 41,38 - 53
1076,2024-05-20,Snake Gourd,34,39 - 43,41 - 56
1077,2024-05-20,Sorrel Leaves,12,14 - 15,14 - 20
1078,2024-05-20,Spinach,17,20 - 22,20 - 28
1079,2024-05-20,Sweet Potato,37,43 - 47,44 - 61
1080,2024-05-21,Onion Big,25,29 - 32,30 - 41
1081,2024-05-21,Onion Small,36,41 - 46,43 - 59
1082,2024-05-21,Tomato,24,28 - 30,29 - 40
1083,2024-05-21,Green Chilli,60,69 - 76,72 - 99
1084,2024-05-21,Beetroot,35,40 - 44,42 - 58
1085,2024-05-21,Potato,32,37 - 41,38 - 53
1086,2024-05-21,Raw Banana (Plantain),9,10 - 11,11 - 15
1087,2024-05-21,Amaranth Leaves,15,17 - 19,18 - 25
1088,2024-05-21,Amla,60,69 - 76,72 - 99
1089,2024-05-21,Ash gourd,21,24 - 27,25 - 35
1090,2024-05-21,Baby Corn,54,62 - 69,65 - 89
1091,2024-05-21,Banana Flower,16,18 - 20,19 - 26
1092,2024-05-21,Capsicum,49,56 - 62,59 - 81
1093,2024-05-21,Bitter Gourd,35,40 - 44,42 - 58
1094,2024-05-21,Bottle Gourd,30,35 - 38,36 - 50
1095,2024-05-21,Butter Beans,49,56 - 62,59 - 81
1096,2024-05-21,Broad Beans,73,84 - 93,88 - 120
1097,2024-05-21,Cabbage,29,33 - 37,35 - 48
1098,2024-05-21,Carrot,43,49 - 55,52 - 71
1099,2024-05-21,Cauliflower,28,32 - 36,34 - 46
1100,2024-05-21,Cluster beans,45,52 - 57,54 - 74
1101,2024-05-21,Coconut,34,39 - 43,41 - 56
1102,2024-05-21,Colocasia Leaves,14,16 - 18,17 - 23
1103,2024-05-21,Colocasia,26,30 - 33,31 - 43
1104,2024-05-21,Coriander Leaves,9,10 - 11,11 - 15
1105,2024-05-21,Corn,30,35 - 38,36 - 50
1106,2024-05-21,Cucumber,25,29 - 32,30 - 41
1107,2024-05-21,Curry Leaves,29,33 - 37,35 - 48
1108,2024-05-21,Dill Leaves,15,17 - 19,18 - 25
1109,2024-05-21,Drumsticks,30,35 - 38,36 - 50
1110,2024-05-21,Brinjal,36,41 - 46,43 - 59
1111,2024-05-21,Brinjal (Big),36,41 - 46,43 - 59
1112,2024-05-21,Elephant Yam,37,43 - 47,44 - 61
1113,2024-05-21,Fenugreek Leaves,10,12 - 13,12 - 17
1114,2024-05-21,French Beans,178,205 - 226,214 - 294
1115,2024-05-21,Garlic,257,296 - 326,308 - 424
1116,2024-05-21,Ginger,127,146 - 161,152 - 210
1117,2024-05-21,Onion Green,41,47 - 52,49 - 68
1118,2024-05-21,Green Peas,50,58 - 64,60 - 83
1119,2024-05-21,Ivy Gourd,27,31 - 34,32 - 45
1120,2024-05-21,Lemon (Lime),97,112 - 123,116 - 160
1121,2024-05-21,Mango Raw,29,33 - 37,35 - 48
1122,2024-05-21,Mint Leaves,5,6 - 6,6 - 8
1123,2024-05-21,Mushroom,74,85 - 94,89 - 122
1124,2024-05-21,Mustard Leaves,12,14 - 15,14 - 20
1125,2024-05-21,Ladies Finger,40,46 - 51,48 - 66
1126,2024-05-21,Pumpkin,20,23 - 25,24 - 33
1127,2024-05-21,Radish,37,43 - 47,44 - 61
1128,2024-05-21,Ridge Gourd,35,40 - 44,42 - 58
1129,2024-05-21,Shallot (Pearl Onion),32,37 - 41,38 - 53
1130,2024-05-21,Snake Gourd,34,39 - 43,41 - 56
1131,2024-05-21,Sorrel Leaves,12,14 - 15,14 - 20
1132,2024-05-21,Spinach,17,20 - 22,20 - 28
1133,2024-05-21,Sweet Potato,37,43 - 47,44 - 61
1134,2024-05-22,Onion Big,25,29 - 32,30 - 41
1135,2024-05-22,Onion Small,35,40 - 44,42 - 58
1136,2024-05-22,Tomato,24,28 - 30,29 - 40
1137,2024-05-22,Green Chilli,70,81 - 89,84 - 116
1138,2024-05-22,Beetroot,36,41 - 46,43 - 59
1139,2024-05-22,Potato,32,37 - 41,38 - 53
1140,2024-05-22,Raw Banana (Plantain),8,9 - 10,10 - 13
1141,2024-05-22,Amaranth Leaves,12,14 - 15,14 - 20
1142,2024-05-22,Amla,60,69 - 76,72 - 99
1143,2024-05-22,Ash gourd,21,24 - 27,25 - 35
1144,2024-05-22,Baby Corn,61,70 - 77,73 - 101
1145,2024-05-22,Banana Flower,16,18 - 20,19 - 26
1146,2024-05-22,Capsicum,42,48 - 53,50 - 69
1147,2024-05-22,Bitter Gourd,32,37 - 41,38 - 53
1148,2024-05-22,Bottle Gourd,31,36 - 39,37 - 51
1149,2024-05-22,Butter Beans,51,59 - 65,61 - 84
1150,2024-05-22,Broad Beans,71,82 - 90,85 - 117
1151,2024-05-22,Cabbage,31,36 - 39,37 - 51
1152,2024-05-22,Carrot,44,51 - 56,53 - 73
1153,2024-05-22,Cauliflower,28,32 - 36,34 - 46
1154,2024-05-22,Cluster beans,45,52 - 57,54 - 74
1155,2024-05-22,Coconut,35,40 - 44,42 - 58
1156,2024-05-22,Colocasia Leaves,13,15 - 17,16 - 21
1157,2024-05-22,Colocasia,28,32 - 36,34 - 46
1158,2024-05-22,Coriander Leaves,10,12 - 13,12 - 17
1159,2024-05-22,Corn,33,38 - 42,40 - 54
1160,2024-05-22,Cucumber,24,28 - 30,29 - 40
1161,2024-05-22,Curry Leaves,25,29 - 32,30 - 41
1162,2024-05-22,Dill Leaves,12,14 - 15,14 - 20
1163,2024-05-22,Drumsticks,30,35 - 38,36 - 50
1164,2024-05-22,Brinjal,34,39 - 43,41 - 56
1165,2024-05-22,Brinjal (Big),36,41 - 46,43 - 59
1166,2024-05-22,Elephant Yam,39,45 - 50,47 - 64
1167,2024-05-22,Fenugreek Leaves,11,13 - 14,13 - 18
1168,2024-05-22,French Beans,168,193 - 213,202 - 277
1169,2024-05-22,Garlic,279,321 - 354,335 - 460
1170,2024-05-22,Ginger,122,140 - 155,146 - 201
1171,2024-05-22,Onion Green,42,48 - 53,50 - 69
1172,2024-05-22,Green Peas,49,56 - 62,59 - 81
1173,2024-05-22,Ivy Gourd,32,37 - 41,38 - 53
1174,2024-05-22,Lemon (Lime),93,107 - 118,112 - 153
1175,2024-05-22,Mango Raw,29,33 - 37,35 - 48
1176,2024-05-22,Mint Leaves,4,5 - 5,5 - 7
1177,2024-05-22,Mushroom,94,108 - 119,113 - 155
1178,2024-05-22,Mustard Leaves,15,17 - 19,18 - 25
1179,2024-05-22,Ladies Finger,44,51 - 56,53 - 73
1180,2024-05-22,Pumpkin,23,26 - 29,28 - 38
1181,2024-05-22,Radish,35,40 - 44,42 - 58
1182,2024-05-22,Ridge Gourd,35,40 - 44,42 - 58
1183,2024-05-22,Shallot (Pearl Onion),31,36 - 39,37 - 51
1184,2024-05-22,Snake Gourd,38,44 - 48,46 - 63
1185,2024-05-22,Sorrel Leaves,13,15 - 17,16 - 21
1186,2024-05-22,Spinach,16,18 - 20,19 - 26
1187,2024-05-22,Sweet Potato,40,46 - 51,48 - 66
1188,2024-05-23,Onion Big,25,29 - 32,30 - 41
1189,2024-05-23,Onion Small,35,40 - 44,42 - 58
1190,2024-05-23,Tomato,24,28 - 30,29 - 40
1191,2024-05-23,Green Chilli,70,81 - 89,84 - 116
1192,2024-05-23,Beetroot,36,41 - 46,43 - 59
1193,2024-05-23,Potato,32,37 - 41,38 - 53
1194,2024-05-23,Raw Banana (Plantain),8,9 - 10,10 - 13
1195,2024-05-23,Amaranth Leaves,12,14 - 15,14 - 20
1196,2024-05-23,Amla,60,69 - 76,72 - 99
1197,2024-05-23,Ash gourd,21,24 - 27,25 - 35
1198,2024-05-23,Baby Corn,61,70 - 77,73 - 101
1199,2024-05-23,Banana Flower,16,18 - 20,19 - 26
1200,2024-05-23,Capsicum,42,48 - 53,50 - 69
1201,2024-05-23,Bitter Gourd,32,37 - 41,38 - 53
1202,2024-05-23,Bottle Gourd,31,36 - 39,37 - 51
1203,2024-05-23,Butter Beans,51,59 - 65,61 - 84
1204,2024-05-23,Broad Beans,71,82 - 90,85 - 117
1205,2024-05-23,Cabbage,31,36 - 39,37 - 51
1206,2024-05-23,Carrot,44,51 - 56,53 - 73
1207,2024-05-23,Cauliflower,28,32 - 36,34 - 46
1208,2024-05-23,Cluster beans,45,52 - 57,54 - 74
1209,2024-05-23,Coconut,35,40 - 44,42 - 58
1210,2024-05-23,Colocasia Leaves,13,15 - 17,16 - 21
1211,2024-05-23,Colocasia,28,32 - 36,34 - 46
1212,2024-05-23,Coriander Leaves,10,12 - 13,12 - 17
1213,2024-05-23,Corn,33,38 - 42,40 - 54
1214,2024-05-23,Cucumber,24,28 - 30,29 - 40
1215,2024-05-23,Curry Leaves,25,29 - 32,30 - 41
1216,2024-05-23,Dill Leaves,12,14 - 15,14 - 20
1217,2024-05-23,Drumsticks,30,35 - 38,36 - 50
1218,2024-05-23,Brinjal,34,39 - 43,41 - 56
1219,2024-05-23,Brinjal (Big),36,41 - 46,43 - 59
1220,2024-05-23,Elephant Yam,39,45 - 50,47 - 64
1221,2024-05-23,Fenugreek Leaves,11,13 - 14,13 - 18
1222,2024-05-23,French Beans,168,193 - 213,202 - 277
1223,2024-05-23,Garlic,279,321 - 354,335 - 460
1224,2024-05-23,Ginger,122,140 - 155,146 - 201
1225,2024-05-23,Onion Green,42,48 - 53,50 - 69
1226,2024-05-23,Green Peas,49,56 - 62,59 - 81
1227,2024-05-23,Ivy Gourd,32,37 - 41,38 - 53
1228,2024-05-23,Lemon (Lime),93,107 - 118,112 - 153
1229,2024-05-23,Mango Raw,29,33 - 37,35 - 48
1230,2024-05-23,Mint Leaves,4,5 - 5,5 - 7
1231,2024-05-23,Mushroom,94,108 - 119,113 - 155
1232,2024-05-23,Mustard Leaves,15,17 - 19,18 - 25
1233,2024-05-23,Ladies Finger,44,51 - 56,53 - 73
1234,2024-05-23,Pumpkin,23,26 - 29,28 - 38
1235,2024-05-23,Radish,35,40 - 44,42 - 58
1236,2024-05-23,Ridge Gourd,35,40 - 44,42 - 58
1237,2024-05-23,Shallot (Pearl Onion),31,36 - 39,37 - 51
1238,2024-05-23,Snake Gourd,38,44 - 48,46 - 63
1239,2024-05-23,Sorrel Leaves,13,15 - 17,16 - 21
1240,2024-05-23,Spinach,16,18 - 20,19 - 26
1241,2024-05-23,Sweet Potato,40,46 - 51,48 - 66
1242,2024-05-24,Onion Big,24,28 - 30,29 - 40
1243,2024-05-24,Onion Small,36,41 - 46,43 - 59
1244,2024-05-24,Tomato,23,26 - 29,28 - 38
1245,2024-05-24,Green Chilli,63,72 - 80,76 - 104
1246,2024-05-24,Beetroot,37,43 - 47,44 - 61
1247,2024-05-24,Potato,33,38 - 42,40 - 54
1248,2024-05-24,Raw Banana (Plantain),9,10 - 11,11 - 15
1249,2024-05-24,Amaranth Leaves,10,12 - 13,12 - 17
1250,2024-05-24,Amla,70,81 - 89,84 - 116
1251,2024-05-24,Ash gourd,18,21 - 23,22 - 30
1252,2024-05-24,Baby Corn,65,75 - 83,78 - 107
1253,2024-05-24,Banana Flower,16,18 - 20,19 - 26
1254,2024-05-24,Capsicum,40,46 - 51,48 - 66
1255,2024-05-24,Bitter Gourd,31,36 - 39,37 - 51
1256,2024-05-24,Bottle Gourd,30,35 - 38,36 - 50
1257,2024-05-24,Butter Beans,47,54 - 60,56 - 78
1258,2024-05-24,Broad Beans,69,79 - 88,83 - 114
1259,2024-05-24,Cabbage,31,36 - 39,37 - 51
1260,2024-05-24,Carrot,42,48 - 53,50 - 69
1261,2024-05-24,Cauliflower,26,30 - 33,31 - 43
1262,2024-05-24,Cluster beans,42,48 - 53,50 - 69
1263,2024-05-24,Coconut,35,40 - 44,42 - 58
1264,2024-05-24,Colocasia Leaves,13,15 - 17,16 - 21
1265,2024-05-24,Colocasia,28,32 - 36,34 - 46
1266,2024-05-24,Coriander Leaves,8,9 - 10,10 - 13
1267,2024-05-24,Corn,34,39 - 43,41 - 56
1268,2024-05-24,Cucumber,25,29 - 32,30 - 41
1269,2024-05-24,Curry Leaves,30,35 - 38,36 - 50
1270,2024-05-24,Dill Leaves,15,17 - 19,18 - 25
1271,2024-05-24,Drumsticks,30,35 - 38,36 - 50
1272,2024-05-24,Brinjal,36,41 - 46,43 - 59
1273,2024-05-24,Brinjal (Big),36,41 - 46,43 - 59
1274,2024-05-24,Elephant Yam,39,45 - 50,47 - 64
1275,2024-05-24,Fenugreek Leaves,12,14 - 15,14 - 20
1276,2024-05-24,French Beans,165,190 - 210,198 - 272
1277,2024-05-24,Garlic,269,309 - 342,323 - 444
1278,2024-05-24,Ginger,122,140 - 155,146 - 201
1279,2024-05-24,Onion Green,44,51 - 56,53 - 73
1280,2024-05-24,Green Peas,43,49 - 55,52 - 71
1281,2024-05-24,Ivy Gourd,28,32 - 36,34 - 46
1282,2024-05-24,Lemon (Lime),92,106 - 117,110 - 152
1283,2024-05-24,Mango Raw,27,31 - 34,32 - 45
1284,2024-05-24,Mint Leaves,5,6 - 6,6 - 8
1285,2024-05-24,Mushroom,83,95 - 105,100 - 137
1286,2024-05-24,Mustard Leaves,15,17 - 19,18 - 25
1287,2024-05-24,Ladies Finger,44,51 - 56,53 - 73
1288,2024-05-24,Pumpkin,17,20 - 22,20 - 28
1289,2024-05-24,Radish,36,41 - 46,43 - 59
1290,2024-05-24,Ridge Gourd,35,40 - 44,42 - 58
1291,2024-05-24,Shallot (Pearl Onion),33,38 - 42,40 - 54
1292,2024-05-24,Snake Gourd,33,38 - 42,40 - 54
1293,2024-05-24,Sorrel Leaves,14,16 - 18,17 - 23
1294,2024-05-24,Spinach,11,13 - 14,13 - 18
1295,2024-05-24,Sweet Potato,39,45 - 50,47 - 64
1296,2024-05-25,Onion Big,24,28 - 30,29 - 40
1297,2024-05-25,Onion Small,36,41 - 46,43 - 59
1298,2024-05-25,Tomato,23,26 - 29,28 - 38
1299,2024-05-25,Green Chilli,63,72 - 80,76 - 104
1300,2024-05-25,Beetroot,37,43 - 47,44 - 61
1301,2024-05-25,Potato,33,38 - 42,40 - 54
1302,2024-05-25,Raw Banana (Plantain),9,10 - 11,11 - 15
1303,2024-05-25,Amaranth Leaves,10,12 - 13,12 - 17
1304,2024-05-25,Amla,70,81 - 89,84 - 116
1305,2024-05-25,Ash gourd,18,21 - 23,22 - 30
1306,2024-05-25,Baby Corn,65,75 - 83,78 - 107
1307,2024-05-25,Banana Flower,16,18 - 20,19 - 26
1308,2024-05-25,Capsicum,40,46 - 51,48 - 66
1309,2024-05-25,Bitter Gourd,31,36 - 39,37 - 51
1310,2024-05-25,Bottle Gourd,30,35 - 38,36 - 50
1311,2024-05-25,Butter Beans,47,54 - 60,56 - 78
1312,2024-05-25,Broad Beans,69,79 - 88,83 - 114
1313,2024-05-25,Cabbage,31,36 - 39,37 - 51
1314,2024-05-25,Carrot,42,48 - 53,50 - 69
1315,2024-05-25,Cauliflower,26,30 - 33,31 - 43
1316,2024-05-25,Cluster beans,42,48 - 53,50 - 69
1317,2024-05-25,Coconut,35,40 - 44,42 - 58
1318,2024-05-25,Colocasia Leaves,13,15 - 17,16 - 21
1319,2024-05-25,Colocasia,28,32 - 36,34 - 46
1320,2024-05-25,Coriander Leaves,8,9 - 10,10 - 13
1321,2024-05-25,Corn,34,39 - 43,41 - 56
1322,2024-05-25,Cucumber,25,29 - 32,30 - 41
1323,2024-05-25,Curry Leaves,30,35 - 38,36 - 50
1324,2024-05-25,Dill Leaves,15,17 - 19,18 - 25
1325,2024-05-25,Drumsticks,30,35 - 38,36 - 50
1326,2024-05-25,Brinjal,36,41 - 46,43 - 59
1327,2024-05-25,Brinjal (Big),36,41 - 46,43 - 59
1328,2024-05-25,Elephant Yam,39,45 - 50,47 - 64
1329,2024-05-25,Fenugreek Leaves,12,14 - 15,14 - 20
1330,2024-05-25,French Beans,165,190 - 210,198 - 272
1331,2024-05-25,Garlic,269,309 - 342,323 - 444
1332,2024-05-25,Ginger,122,140 - 155,146 - 201
1333,2024-05-25,Onion Green,44,51 - 56,53 - 73
1334,2024-05-25,Green Peas,43,49 - 55,52 - 71
1335,2024-05-25,Ivy Gourd,28,32 - 36,34 - 46
1336,2024-05-25,Lemon (Lime),92,106 - 117,110 - 152
1337,2024-05-25,Mango Raw,27,31 - 34,32 - 45
1338,2024-05-25,Mint Leaves,5,6 - 6,6 - 8
1339,2024-05-25,Mushroom,83,95 - 105,100 - 137
1340,2024-05-25,Mustard Leaves,15,17 - 19,18 - 25
1341,2024-05-25,Ladies Finger,44,51 - 56,53 - 73
1342,2024-05-25,Pumpkin,17,20 - 22,20 - 28
1343,2024-05-25,Radish,36,41 - 46,43 - 59
1344,2024-05-25,Ridge Gourd,35,40 - 44,42 - 58
1345,2024-05-25,Shallot (Pearl Onion),33,38 - 42,40 - 54
1346,2024-05-25,Snake Gourd,33,38 - 42,40 - 54
1347,2024-05-25,Sorrel Leaves,14,16 - 18,17 - 23
1348,2024-05-25,Spinach,11,13 - 14,13 - 18
1349,2024-05-25,Sweet Potato,39,45 - 50,47 - 64
1350,2024-05-26,Onion Big,34,39 - 43,41 - 56
1351,2024-05-26,Onion Small,36,41 - 46,43 - 59
1352,2024-05-26,Tomato,24,28 - 30,29 - 40
1353,2024-05-26,Green Chilli,68,78 - 86,82 - 112
1354,2024-05-26,Beetroot,35,40 - 44,42 - 58
1355,2024-05-26,Potato,32,37 - 41,38 - 53
1356,2024-05-26,Raw Banana (Plantain),9,10 - 11,11 - 15
1357,2024-05-26,Amaranth Leaves,14,16 - 18,17 - 23
1358,2024-05-26,Amla,60,69 - 76,72 - 99
1359,2024-05-26,Ash gourd,19,22 - 24,23 - 31
1360,2024-05-26,Baby Corn,57,66 - 72,68 - 94
1361,2024-05-26,Banana Flower,14,16 - 18,17 - 23
1362,2024-05-26,Capsicum,44,51 - 56,53 - 73
1363,2024-05-26,Bitter Gourd,34,39 - 43,41 - 56
1364,2024-05-26,Bottle Gourd,34,39 - 43,41 - 56
1365,2024-05-26,Butter Beans,47,54 - 60,56 - 78
1366,2024-05-26,Broad Beans,63,72 - 80,76 - 104
1367,2024-05-26,Cabbage,33,38 - 42,40 - 54
1368,2024-05-26,Carrot,43,49 - 55,52 - 71
1369,2024-05-26,Cauliflower,24,28 - 30,29 - 40
1370,2024-05-26,Cluster beans,44,51 - 56,53 - 73
1371,2024-05-26,Coconut,38,44 - 48,46 - 63
1372,2024-05-26,Colocasia Leaves,17,20 - 22,20 - 28
1373,2024-05-26,Colocasia,27,31 - 34,32 - 45
1374,2024-05-26,Coriander Leaves,7,8 - 9,8 - 12
1375,2024-05-26,Corn,32,37 - 41,38 - 53
1376,2024-05-26,Cucumber,28,32 - 36,34 - 46
